LIPID_ID,IL_SMILES,IL_head_id,IL_head_SMILES,Isocyanide_id,Isocyanide_SMILES,Ketone_id,Ketone_SMILES,Carboxylic_acid_id,Carboxylic_SMILES,ARCHITECTURE,REACTION_TYP
LNPhub_2V00000158,CCCCCCCCCCCCCC(=O)N(CCN(C)C)C(CCCC(=O)OCC(CCCCCC)CCCCCCCC)(CCCC(=O)OCC(CCCCCC)CCCCCCCC)C(=O)NCC(=O)OC,A5,N(C)(C)CCN,Is0,NCC(=O)OC,K19,OCC(CCCCCCCC)CCCCCC,Ac12,C(=O)CCCCCCCCCCCCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000159,CCCCC/C=C\C/C=C\CCCCCCCCOC(=O)CNC(=O)C(CCCC(=O)OCC(CCCCCCCC)CCCCCCCCCC)(CCCC(=O)OCC(CCCCCCCC)CCCCCCCCCC)N(CCN1CCC(CC)CC1)C(=O)CCCCCCCCCCCCCCCCC,A38,C1CC(CC)CCN1CCN,Is9,NCC(=O)OCCCCCCCC/C=C\C/C=C\CCCCC,K20,OCC(CCCCCCCC)CCCCCCCCCC,Ac16,C(=O)CCCCCCCCCCCCCCCCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000160,CCCCCCCC/C=C\CCCCCCCCNC(=O)C(CCCC(=O)OC/C=C(\C)CCC=C(C)C)(CCCC(=O)OC/C=C(\C)CCC=C(C)C)N(C(=O)CC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2)C(C)(C)CN(C)C,A23,CN(C)CC(C)(C)N,Is6,NCCCCCCCC/C=C\CCCCCCCC,K15,OC/C=C(C)/CCC=C(C)C,Ac30,C(=O)CC1[C@H]2C[C@@H]3C[C@H](C2)C[C@H]1C3,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000161,CCCCCCCCCCCCCCCCCCC(=O)N(CCCn1cccn1)C(CCCC(=O)OCCCCCCCCCCCCCCCCC)(CCCC(=O)OCCCCCCCCCCCCCCCCC)C(=O)NC1CCCCC1,A1,n1cccn1CCCN,Is4,NC1CCCCC1,K46,OCCCCCCCCCCCCCCCCC,Ac17,C(=O)CCCCCCCCCCCCCCCCCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000162,C=C(C)[C]1CC[C](C)C[C]1OC(=O)CCCC(CCCC(=O)O[C]1C[C](C)CC[C]1C(=C)C)(C(=O)NCCCn1cccn1)N(CCN1CCCCC1CC)C(=O)C[C@H](C)CCC=C(C)C,A41,C1(CC)CCCCN1CCN,Is8,NCCCn1nccc1,K9,O[C@@]7[C@@](C(=C)C)CC[C@](C)C7,Ac44,C(=O)C[C@H](C)CCC=C(C)C,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000163,C=C[C@](C)(CCC=C(C)C)OC(=O)CCCC(CCCC(=O)O[C@](C)(C=C)CCC=C(C)C)(C(=O)NCCCCCCCC/C=C\CCCCCCCC)N(Cc1cccnc1)C(=O)C1CC1,A52,c1ccncc1CN,Is6,NCCCCCCCC/C=C\CCCCCCCC,K17,O[C@@](C)(C=C)CCC=C(C)C,Ac36,C(=O)C8CC8,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000164,CCCCC(=O)N(CCCN1CCCN(C)CC1)C(CCCC(=O)OC1(CC)C(C)(C)[C@@H]2CC[C@@]1(C)C2)(CCCC(=O)OC1(CC)C(C)(C)[C@@H]2CC[C@@]1(C)C2)C(=O)NC1CCCCC1,A14,C1CN(C)CCCN1CCCN,Is4,NC1CCCCC1,K5,OC8(CC)[C@@]9(C)CC[C@H](C9)C8(C)(C),Ac3,C(=O)CCCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000165,C=C1CC[C](OC(=O)CCCC(CCCC(=O)O[C]2CCC(=C)/C(=C\C=C3/CCC[C@@]4(C)[C]3CC[C]4[C@@H](C)/C=C/[C@H](C)C(C)C)C2)(C(=O)NCCCn2cccn2)N(CCN2CCCC2)C(C)=O)C/C1=C/C=C1\CCC[C@@]2(C)[C]1CC[C]2[C@@H](C)/C=C/[C@H](C)C(C)C,A13,C1CCCN1CCN,Is8,NCCCn1nccc1,K29,O[C@@]1CCC(=C)/C(C1)=C\C=C2/CCC[C@@]3(C)[C@]2CC[C@]3[C@@H](C)/C=C/[C@H](C)C(C)C,Ac0,C(=O)C,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000166,CCCCCCC(CCCC)COC(=O)CCCC(CCCC(=O)OCC(CCCC)CCCCCC)(C(=O)NC12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3)N(C(=O)CCCCC)C(C)(C)CNCCO,A39,OCCNCC(C)(C)N,Is7,NC12C[C@H]3C[C@H](C[C@H](C3)C1)C2,K22,OCC(CCCC)CCCCCC,Ac4,C(=O)CCCCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000167,CCCCCCCC/C=C\CCCCCCCCNC(=O)C(CCCC(=O)OCC(CCC)CCC)(CCCC(=O)OCC(CCC)CCC)N(CCCn1cccn1)C(=O)C1CCC1,A1,n1cccn1CCCN,Is6,NCCCCCCCC/C=C\CCCCCCCC,K26,OCC(CCC)CCC,Ac37,C(=O)C8CCC8,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000168,C=C[C@](C)(CCC=C(C)C)OC(=O)CCCC(CCCC(=O)O[C@](C)(C=C)CCC=C(C)C)(C(=O)NCC(=O)OC)N(C(=O)C(CCCC)CCCCCC)C1CCN(C)CC1,A25,C1CN(C)CCC1N,Is0,NCC(=O)OC,K17,O[C@@](C)(C=C)CCC=C(C)C,Ac46,C(=O)C(CCCCCC)CCCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000169,C=C1CC[C](OC(=O)CCCC(CCCC(=O)O[C]2CCC(=C)/C(=C\C=C3/CCC[C@]4(C)[C]([C](C)CCCC(C)C)CC[C]34)C2)(C(=O)NCCCn2cccn2)N(CCC(C)N(C)CC)C(=O)C2CCCCCCCCCC2)C/C1=C/C=C1\CCC[C@]2(C)[C]([C](C)CCCC(C)C)CC[C]12,A21,CCN(C)C(C)CCN,Is8,NCCCn1nccc1,K30,O[C@@]1CCC(=C)/C(C1)=C\C=C2/CCC[C@]3(C)[C@]([C@](C)CCCC(C)C)CC[C@@]23,Ac41,C(=O)C8CCCCCCCCCC8,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000170,CCCCCCCCCCCCCCCOC(=O)CCCC(CCCC(=O)OCCCCCCCCCCCCCCC)(C(=O)NCC(=O)OC(C)(C)C)N(C(=O)C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C)C1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,A7,N(C1[C@@H]2C[C@H]3C[C@@H](C2)C[C@@H]1C3),Is2,NCC(=O)OC(C)(C)C,K44,OCCCCCCCCCCCCCCC,Ac43,C(=O)/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)\CCCC1(C)(C),ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000171,CCCCC(CC)COC(=O)CCCC(CCCC(=O)OCC(CC)CCCC)(C(=O)NC(C)(C)C)N(CCCCN1CCCCC1)C(=O)C12CC3C[C@@](C)(C1)C[C@](C)(C3)C2,A12,C1CCCCN1CCCCN,Is3,NC(C)(C)C,K27,OCC(CC)CCCC,Ac34,C(=O)C78C[C@]9(C)CC(C7)C[C@](C9)(C)C8,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000172,CCCCCCCCCOC(=O)CCCC(CCCC(=O)OCCCCCCCCC)(C(=O)NC1CCCCC1)N(CCCN1CCCC1)C(=O)C(CCCCCC)CCCCCCCC,A6,C1CCCN1CCCN,Is4,NC1CCCCC1,K38,OCCCCCCCCC,Ac18,C(=O)C(CCCCCC)CCCCCCCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000173,CCCCCCCCC(CCCCCCCC)OC(=O)CCCC(CCCC(=O)OC(CCCCCCCC)CCCCCCCC)(C(=O)NCC(=O)OCC)N(CCn1cccn1)C(=O)C1CC1,A4,n1cccn1CCN,Is1,NCC(=O)OCC,K3,OC(CCCCCCCC)CCCCCCCC,Ac36,C(=O)C8CC8,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000174,CCCCCCCCC/C=C\CCCCCCCCOC(=O)CCCC(CCCC(=O)OCCCCCCCC/C=C\CCCCCCCCC)(C(=O)NCC(=O)OC)N(CCn1cccn1)C(C)=O,A4,n1cccn1CCN,Is0,NCC(=O)OC,K1,OCCCCCCCC/C=C\CCCCCCCCC,Ac0,C(=O)C,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000175,COC(=O)CNC(=O)C(CCCC(=O)OCC1C[C@H]2C=C[C@@H]1C2)(CCCC(=O)OCC1C[C@H]2C=C[C@@H]1C2)N(CCN(C)C)C(=O)C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,A5,N(C)(C)CCN,Is0,NCC(=O)OC,K8,OCC1C[C@@H]2C[C@H]1C=C2,Ac43,C(=O)/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)\CCCC1(C)(C),ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000176,CCCCNC(=O)C(CCCC(=O)O[C@@H]1C[C@H]2CC[C@]1(C)C2(C)C)(CCCC(=O)O[C@@H]1C[C@H]2CC[C@]1(C)C2(C)C)N(CCN(CC)CC)C(=O)C1CC(C)C2CCCC12,A18,CCN(CC)CCN,Is5,NCCCC,K4,O[C@H]1[C@@](C)2CC[C@@H](C(C)(C)2)C1,Ac35,C(=O)C8CC(C)C9CCCC89,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000177,CCCCCCCCCCOC(=O)CCCC(CCCC(=O)OCCCCCCCCCC)(C(=O)NC1CCCCC1)N(C(=O)C1CC(C)C2CCCC12)C(C)(C)CNCCO,A39,OCCNCC(C)(C)N,Is4,NC1CCCCC1,K39,OCCCCCCCCCC,Ac35,C(=O)C8CC(C)C9CCCC89,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000178,CCC1(OC(=O)CCCC(CCCC(=O)OC2(CC)C(C)(C)[C@@H]3CC[C@@]2(C)C3)(C(=O)NCCCn2cccn2)N(CCCN(CCO)CCO)C(=O)CCCCCC(C)(C)C)C(C)(C)[C@@H]2CC[C@@]1(C)C2,A46,OCCN(CCO)CCCN,Is8,NCCCn1nccc1,K5,OC8(CC)[C@@]9(C)CC[C@H](C9)C8(C)(C),Ac50,C(=O)CCCCCC(C)(C)C,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000179,CCCCCCCCCCCCCCC(=O)N(CCN1CCCN(C)CC1)C(CCCC(=O)OCCCCCCCCCCC)(CCCC(=O)OCCCCCCCCCCC)C(=O)NC(C)(C)C,A16,C1CN(C)CCCN1CCN,Is3,NC(C)(C)C,K40,OCCCCCCCCCCC,Ac13,C(=O)CCCCCCCCCCCCCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000180,CCCCCCC(=O)N(CCCN1CCOCC1)C(CCCC(=O)OCCC(C)CCCC(C)C)(CCCC(=O)OCCC(C)CCCC(C)C)C(=O)NCCCn1cccn1,A50,C1COCCN1CCCN,Is8,NCCCn1nccc1,K23,OCCC(C)CCCC(C)C,Ac5,C(=O)CCCCCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000181,CCN(CC)CCCN(C(=O)C1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2)C(CCCC(=O)OC/C=C(\C)CC/C=C(\C)CCC=C(C)C)(CCCC(=O)OC/C=C(\C)CC/C=C(\C)CCC=C(C)C)C(=O)NC1CCCCC1,A11,N(CC)(CC)CCCN,Is4,NC1CCCCC1,K13,OC/C=C(C)/CC/C=C(C)/CCC=C(C)C,Ac29,C(=O)C1[C@H]2C[C@@H]3C[C@H](C2)C[C@H]1C3,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000182,CCCCCCCC(CCCCC)COC(=O)CCCC(CCCC(=O)OCC(CCCCC)CCCCCCC)(C(=O)NCCCn1cccn1)N(CCCCN(CC)CC)C(=O)C(CCCC)CCCCCC,A8,CCN(CC)CCCCN,Is8,NCCCn1nccc1,K25,OCC(CCCCC)CCCCCCC,Ac46,C(=O)C(CCCCCC)CCCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000183,CCCCCC(=O)N(CCN(CC)CC)C(CCCC(=O)OCC1C[C@H]2C=C[C@@H]1C2)(CCCC(=O)OCC1C[C@H]2C=C[C@@H]1C2)C(=O)NC(C)(C)C,A18,CCN(CC)CCN,Is3,NC(C)(C)C,K8,OCC1C[C@@H]2C[C@H]1C=C2,Ac4,C(=O)CCCCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000184,CCCCC/C=C\C/C=C\CCCCCCCCOC(=O)CNC(=O)C(CCCC(=O)OC/C=C(/C)CCC=C(C)C)(CCCC(=O)OC/C=C(/C)CCC=C(C)C)N(CCCCCN(C(C)C)C(C)C)C(=O)C12CC3C[C@@](C)(C1)C[C@](C)(C3)C2,A31,CC(C)N(C(C)C)CCCCCN,Is9,NCC(=O)OCCCCCCCC/C=C\C/C=C\CCCCC,K16,OC/C=C(C)\CCC=C(C)C,Ac34,C(=O)C78C[C@]9(C)CC(C7)C[C@](C9)(C)C8,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000185,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)N(CCCn1cccn1)C(CCCC(=O)OC/C=C(\C)CCC=C(C)C)(CCCC(=O)OC/C=C(\C)CCC=C(C)C)C(=O)NCCCCCCCC/C=C\CCCCCCCC,A1,n1cccn1CCCN,Is6,NCCCCCCCC/C=C\CCCCCCCC,K15,OC/C=C(C)/CCC=C(C)C,Ac22,C(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000186,CC/C=C\C/C=C\C/C=C\CCCCCCCCC(=O)N(CCCN(CCO)CCO)C(CCCC(=O)OCCC#CCCCCCC)(CCCC(=O)OCCC#CCCCCCC)C(=O)NC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,A46,OCCN(CCO)CCCN,Is10,NC1[C@H]2C[C@@H]3C[C@H](C2)C[C@H]1C3,K2,OCCC#CCCCCCC,Ac21,C(=O)CCCCCCCC/C=C\C/C=C\C/C=C\CC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000187,CCC(=O)N(CCN1CCCC1)C(CCCC(=O)OC/C=C(\C)CC/C=C(\C)CCC=C(C)C)(CCCC(=O)OC/C=C(\C)CC/C=C(\C)CCC=C(C)C)C(=O)NCCCn1cccn1,A13,C1CCCN1CCN,Is8,NCCCn1nccc1,K13,OC/C=C(C)/CC/C=C(C)/CCC=C(C)C,Ac1,C(=O)CC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000188,CCCC(CCC)C(=O)N(CCCCN(CC)CC)C(CCCC(=O)OC12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3)(CCCC(=O)OC12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3)C(=O)NC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,A8,CCN(CC)CCCCN,Is10,NC1[C@H]2C[C@@H]3C[C@H](C2)C[C@H]1C3,K50,OC12C[C@H]3C[C@H](C[C@H](C3)C1)C2,Ac49,C(=O)C(CCC)CCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000189,CCCCCCCCCCCCCC(=O)N(CCn1cccn1)C(CCCC(=O)OC12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3)(CCCC(=O)OC12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3)C(=O)NCCCn1cccn1,A4,n1cccn1CCN,Is8,NCCCn1nccc1,K50,OC12C[C@H]3C[C@H](C[C@H](C3)C1)C2,Ac12,C(=O)CCCCCCCCCCCCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000190,CCCCC/C=C\C/C=C\CCCCCCCCOC(=O)CNC(=O)C(CCCC(=O)OC(C)(CC)CCCC(C)C)(CCCC(=O)OC(C)(CC)CCCC(C)C)N(C(=O)CCCCCCC)C(C)(C)CN(C)C,A23,CN(C)CC(C)(C)N,Is9,NCC(=O)OCCCCCCCC/C=C\C/C=C\CCCCC,K24,OC(C)(CC)CCCC(C)C,Ac6,C(=O)CCCCCCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000191,CCCCCCC(CCCC)C(=O)N(CCN1CCCCC1CC)C(CCCC(=O)OC12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3)(CCCC(=O)OC12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3)C(=O)NC(C)(C)C,A41,C1(CC)CCCCN1CCN,Is3,NC(C)(C)C,K50,OC12C[C@H]3C[C@H](C[C@H](C3)C1)C2,Ac46,C(=O)C(CCCCCC)CCCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000192,CCCCCCCCCCCCCOC(=O)CCCC(CCCC(=O)OCCCCCCCCCCCCC)(C(=O)NC1CCCCC1)N(CCN(C)C)C(=O)C1CCCCC1,A5,N(C)(C)CCN,Is4,NC1CCCCC1,K42,OCCCCCCCCCCCCC,Ac39,C(=O)C8CCCCC8,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000193,CCCC/C=C\CCCCCCCCC(=O)N(CCCN1CCN(C)CC1)C(CCCC(=O)OCC(CCCCCCCC)CCCCCCCCCC)(CCCC(=O)OCC(CCCCCCCC)CCCCCCCCCC)C(=O)NCC(=O)OCC,A3,C1CN(C)CCN1CCCN,Is1,NCC(=O)OCC,K20,OCC(CCCCCCCC)CCCCCCCCCC,Ac28,C(=O)CCCCCCCC/C=C\CCCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000194,CCCCC/C=C\C/C=C\CCCCCCCC(=O)N(CCN(CCC)CCC)C(CCCC(=O)OCCCC)(CCCC(=O)OCCCC)C(=O)NC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,A33,CCCN(CCC)CCN,Is10,NC1[C@H]2C[C@@H]3C[C@H](C2)C[C@H]1C3,K34,OCCCC,Ac20,C(=O)CCCCCCC/C=C\C/C=C\CCCCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000195,CCCCCCCC/C=C\CCCCCCCCCCCC(=O)N(CCCn1ccnc1)C(CCCC(=O)OC/C=C(\C)CCC=C(C)C)(CCCC(=O)OC/C=C(\C)CCC=C(C)C)C(=O)NC1CCCCC1,A48,c1cncn1CCCN,Is4,NC1CCCCC1,K15,OC/C=C(C)/CCC=C(C)C,Ac25,C(=O)CCCCCCCCCCC/C=C\CCCCCCCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000196,CCCCCCCCCCCCC(=O)N(CCC(C)N(C)CC)C(CCCC(=O)OC/C=C(\C)CC/C=C(\C)CCC=C(C)C)(CCCC(=O)OC/C=C(\C)CC/C=C(\C)CCC=C(C)C)C(=O)NC1CCCCC1,A21,CCN(C)C(C)CCN,Is4,NC1CCCCC1,K13,OC/C=C(C)/CC/C=C(C)/CCC=C(C)C,Ac11,C(=O)CCCCCCCCCCCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000197,C=C(C)[C]1CC=C(COC(=O)CCCC(CCCC(=O)OCC2=CC[C](C(=C)C)CC2)(C(=O)NCC(=O)OCC)N(CC(C)CN(C)C)C(=O)CCC)CC1,A15,CN(C)CC(C)CN,Is1,NCC(=O)OCC,K11,OCC7=CC[C@](C(=C)C)CC7,Ac2,C(=O)CCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000198,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)N(C(C)(C)CN(C)C)C(CCCC(=O)OCCC(C)CCCC(C)C)(CCCC(=O)OCCC(C)CCCC(C)C)C(=O)NCCCCCCCC/C=C\CCCCCCCC,A23,CN(C)CC(C)(C)N,Is6,NCCCCCCCC/C=C\CCCCCCCC,K23,OCCC(C)CCCC(C)C,Ac23,C(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000199,CCCCCCC(CCCC)C(=O)N(CCn1cccn1)C(CCCC(=O)OC)(CCCC(=O)OC)C(=O)NC1CCCCC1,A4,n1cccn1CCN,Is4,NC1CCCCC1,K31,OC,Ac46,C(=O)C(CCCCCC)CCCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000200,CC/C=C\C/C=C\C/C=C\CCCCCCCCC(=O)N(CCn1cccn1)C(CCCC(=O)OCCCCCCCCCCCCCCCCC)(CCCC(=O)OCCCCCCCCCCCCCCCCC)C(=O)NC(C)(C)C,A4,n1cccn1CCN,Is3,NC(C)(C)C,K46,OCCCCCCCCCCCCCCCCC,Ac21,C(=O)CCCCCCCC/C=C\C/C=C\C/C=C\CC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000201,CCCCCCCCCCCCC(CCCCCCCCCC)COC(=O)CCCC(CCCC(=O)OCC(CCCCCCCCCC)CCCCCCCCCCCC)(C(=O)NC1CCCCC1)N(CCCCN(CC)CC)C(=O)CCCCCCCCCC,A8,CCN(CC)CCCCN,Is4,NC1CCCCC1,K21,OCC(CCCCCCCCCCCC)CCCCCCCCCC,Ac9,C(=O)CCCCCCCCCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000202,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)N(CC12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3)C(CCCC(=O)OCCCCCCCCCCCC)(CCCC(=O)OCCCCCCCCCCCC)C(=O)NCCCn1cccn1,A43,N(CC12C[C@H]3C[C@H](C[C@H](C3)C1)C2),Is8,NCCCn1nccc1,K41,OCCCCCCCCCCCC,Ac24,C(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000203,CCCCCCCC(=O)N(C(C)CCCN(CC)CC)C(CCCC(=O)OCCC1=CC[C]2C[C]1C2(C)C)(CCCC(=O)OCCC1=CC[C]2C[C]1C2(C)C)C(=O)NCC(=O)OC,A9,CCN(CC)CCCC(C)N,Is0,NCC(=O)OC,K12,OCCC7=CC[C@@]8C[C@]7(C8(C)C),Ac6,C(=O)CCCCCCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000204,CCCCCCCC/C=C\CCCCCCCCCCCC(=O)N(CCn1cccn1)C(CCCC(=O)OCC(CCCCCC)CCCCCCCC)(CCCC(=O)OCC(CCCCCC)CCCCCCCC)C(=O)NCCCCCCCC/C=C\CCCCCCCC,A4,n1cccn1CCN,Is6,NCCCCCCCC/C=C\CCCCCCCC,K19,OCC(CCCCCCCC)CCCCCC,Ac25,C(=O)CCCCCCCCCCC/C=C\CCCCCCCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000205,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)N(CCCCCN(C)C)C(CCCC(=O)OCCCCCCCCCCCCCCCCC)(CCCC(=O)OCCCCCCCCCCCCCCCCC)C(=O)NCCCCCCCC/C=C\CCCCCCCC,A2,N(C)(C)CCCCCN,Is6,NCCCCCCCC/C=C\CCCCCCCC,K46,OCCCCCCCCCCCCCCCCC,Ac23,C(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000206,CCCCCCCCCCCCCCCCCCC(=O)N(CCN1CCS(=O)(=O)CC1)C(CCCC(=O)OC1(CC)C(C)(C)[C@@H]2CC[C@@]1(C)C2)(CCCC(=O)OC1(CC)C(C)(C)[C@@H]2CC[C@@]1(C)C2)C(=O)NC(C)(C)C,A47,C1CS(=O)(=O)CCN1CCN,Is3,NC(C)(C)C,K5,OC8(CC)[C@@]9(C)CC[C@H](C9)C8(C)(C),Ac17,C(=O)CCCCCCCCCCCCCCCCCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000207,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)N(C12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3)C(CCCC(=O)OCCCCCCCCCC)(CCCC(=O)OCCCCCCCCCC)C(=O)NCC(=O)OCCCCCCCC/C=C\C/C=C\CCCCC,A40,N(C12C[C@H]3C[C@H](C[C@H](C3)C1)C2),Is9,NCC(=O)OCCCCCCCC/C=C\C/C=C\CCCCC,K39,OCCCCCCCCCC,Ac23,C(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000208,CCCOC(=O)CCCC(CCCC(=O)OCCC)(C(=O)NCC(=O)OCC)N(CCCN(C(C)C)C(C)C)C(=O)CCCCCC(C)(C)C,A37,N(C(C)C)(C(C)C)CCCN,Is1,NCC(=O)OCC,K33,OCCC,Ac50,C(=O)CCCCCC(C)(C)C,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000209,CCCCCCCCCCCCCCCCOC(=O)CCCC(CCCC(=O)OCCCCCCCCCCCCCCCC)(C(=O)NCCCC)N(CCC1CCN(CCC)CC1)C(=O)C1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,A30,C1CN(CCC)CCC1CCN,Is5,NCCCC,K45,OCCCCCCCCCCCCCCCC,Ac29,C(=O)C1[C@H]2C[C@@H]3C[C@H](C2)C[C@H]1C3,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000210,CC/C=C\C/C=C\C/C=C\CCCCCCCCC(=O)N(CCCN1CCCCCC1)C(CCCC(=O)OC(CCCCCCCC)CCCCCCCC)(CCCC(=O)OC(CCCCCCCC)CCCCCCCC)C(=O)NC12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3,A20,C1CCCCCN1CCCN,Is7,NC12C[C@H]3C[C@H](C[C@H](C3)C1)C2,K3,OC(CCCCCCCC)CCCCCCCC,Ac21,C(=O)CCCCCCCC/C=C\C/C=C\C/C=C\CC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000211,CCCCCCC(=O)N(C(C)CCCN(CC)CC)C(CCCC(=O)OCC1C[C@H]2C=C[C@@H]1C2)(CCCC(=O)OCC1C[C@H]2C=C[C@@H]1C2)C(=O)NCCCn1cccn1,A9,CCN(CC)CCCC(C)N,Is8,NCCCn1nccc1,K8,OCC1C[C@@H]2C[C@H]1C=C2,Ac5,C(=O)CCCCCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
